reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Nice mobile,"So far so good
Shared one pic(review) clicked by OnePlus 6T
Very nice results. Using it.
Waiting for the free bluetooth headphones from you(Amazon + OnePlus).
Give me another chance to review it further.",anshu kant,9 November 2018,4.0 out of 5 stars
Never settle,One plus has been throwing phones at us which are a step better than the previous release. The OnePlus 6T lives up to it's brand name and the marketing. One of the best phones in the market which has given a head on challenge to to other more expensive phones with the same features. The picture quality is at par with what the customer expectations. Sound is awesome. Battery life is much better than its predecessors. Still experiencing and living the phone. Everyday. Looking forward to the next release to see what more OnePlus has in store for the world.,Kannan Casuba,20 November 2018,5.0 out of 5 stars
Worst customer service and terms,"The phone is absolutely fine. But its the Amazon which started to disrespect customers.
Initially they did all sorts of support to their customers, but now providing worst service.
I prebooked the phone on oct 15th bullet earphones offer, and as per the terms bought it on nov 2 ( despite having plently of launch offers on nov 1 ) i even confirmed with the customer care on having launch offer and pre booking offer. They told me to pick either one. So i decided prebooking headphones.
Now after 15 days they are telling am not eligible for prebookinh offers with silly reason.
Worst service and very disspointing.",Amazon Customer,17 November 2018,1.0 out of 5 stars
A normal smartphone,Not that great of a oneplus brand phone. But good for the price. Nothing different from other smartphones.. Just the notch and no headphone jack.. Battery has been upgraded to a higher value but gives the same usage power.. Performence is good (off course its a huge 8gb of ram in there) The in display scanner works well no issues on that.. The sound is very good super awesome.,Vikas,21 November 2018,5.0 out of 5 stars
On Screen FingerPrint Scanner is much slower and night mode camera is not worth,"The onscreen finger print scanner is much slower than the scanner at the back in earlier models. The night mode camera is not worth as it needs you to hold phone tight and it takes picture with higher time of exposure. The picture blurs.
The phone hangs big time, it hung when watching Netflix, where the video was running, but all controls got stuck. The phone didn't switch off even when I tried to press the power button for long time. Had to wait till Netflix drained out the battery. A big disappointment.",Omkar Sapre,14 November 2018,3.0 out of 5 stars
Audio issues,Had audio issues . Asked for replacement,sailatha,4 November 2018,1.0 out of 5 stars
Amazing phone,"Picture quality is good. Sometimes in portrait mode, top edge is not blurred. Also I am disappointed with nightscape mode because it takes a lot time to process the image after capturing it. Sound quality is amazing even if out of two speakers at the bottom, only one works, second one is not speaker. Battery life is good so far.",Ajay L.,15 November 2018,5.0 out of 5 stars
Never settle,"Pros:
Great battery life
Better Camera
Optimal performance
Top-end design
Impressive rear camera
Slider for silent and vibrate mode
Tiny Notch
In-screen fingerprint sensor
Latest OS(Android Pie)
Cons:
No headphone jack
No microSD card slot
No IP water resistance rating
More weight, might be because of glass back
Overall, the phone is just awesome. Best phone with good performance under this price.
Note: Update OS initially to avoid battery drainage problems",Selvakumar,4 November 2018,5.0 out of 5 stars
Awesome phone!,"Oneplus always rocks! Been using it since Nov 2, 2018, I just love it! I'm oneplus user since 2015, camera has improved a lot, still cannot match Iphone quality. yet, compared to all other phones(except Iphone), 6T camera is way too good. Audio quality, Performance and battery life are awesome!
Only con I see is this phone is heavy.",rg,15 November 2018,4.0 out of 5 stars
Premium design and specs,"Able to make phone calls, read messages and install other apps easily. Able to play games like PubG and able to switch between apps without lag or heating. Hope thats how premium phone works. Good camera with night feature need to explored during festival times. Other things as described. Good OS looks new until new version comes in next six months. Let down for me was removing traditional 3.5 mm jack. Converter for headphone will be lost soon if I keep using it during travel. Waiting for free earphone from OnePlus since I pre-ordered.",Gokulesh R,5 November 2018,5.0 out of 5 stars
Amazing phone,"What an amazing phone. I have used iphone for years but the experience of this phone is simply awesome.
What i loved :
1) Speed
2) Design
3) OS
4) Usability
5) Brilliant Camera
I think for 44k it is a steal as compared with Iphone XS Max.",Rachana,4 November 2018,5.0 out of 5 stars
Fringerprint scanner how to make it faster,"If u want the indisplay fingerprint scanner to be more fast and accurate while u register press a bit hard and register finger edges well and while unlocking after its done press a bit hard too... A tip from me
The battery life though increased butbits drains fast but with normal may last a day but fast charging makes it easier.
And nightscape is lot to be developed not that well
Camera is very good in normal light
Display is also very good, performance is lit",Amazon Customer,16 November 2018,5.0 out of 5 stars
Oneplus 6T,"It's a kick ass phone as of now the best smart phone with real good battery life , i have played games , saw movie heard songs on it the battery was at 99% post 1 - 1.5 hours it only took 12 -13%. It gets charged super quick . Display & sound are out of the league .
I would definitely recommend this phone",Debjeet,9 November 2018,5.0 out of 5 stars
Marvelous and awesome product,"Marvelous and simply awesome mobile. No heating issue, long lasting battery, picture quality is superb
Fingerprint scanner is little slow but overall nice product.",RT,11 November 2018,5.0 out of 5 stars
A great buy,Have been using this phone for a week. There are no complaints and the performance is just brilliant. The fingerprint scanner works quite well as long as the initial fingerprint configuration is done correctly. Also not missing the headphone jack as the phone delivers outstandingly on all counts. A great buy!,Gilbert,13 November 2018,5.0 out of 5 stars
Best khanna bestuuuuu!😁😁😁OnePlus 6T 8GB variant,"OnePlus 6T
Thaaru maaru Thakkali Soru!
Better than iPhone X and other flagships!
OnePlus it's kinda mixture all best features in One device.I bought 8GB variant
As promised by OnePlus I got free accidental damage protection and type C bullets and cash back worth 1500 as Pay balance
One thing I hate Abt 6T - fingerprint scanner is bit slow 😭after updating to latest patch it was little bit faster.Anyway I don't care as I have face unlock andddddddddddd
it's OP6T guys!",Dr Ganesh Kumar Sambasivam,15 November 2018,5.0 out of 5 stars
Affordable Beast,"Performance has no words, launches bigger and huge apps like never seen before.
Screen unlock is faster compared to other devices.
I don't think there are any negatives in this phone.
But still I feel down for it not having wireless charging and 3.5mm jack.",Sameer,12 November 2018,5.0 out of 5 stars
Slow and hanging,"It's to much slow,and hanging problem",vishnu tulsyan,6 November 2018,1.0 out of 5 stars
All Physical Buttons stopped working on 6T,"Device was working fine till 15days but yesterday all Physical buttons(except alert slider) stopped working suddenly on oneplus 6T.
I have raised the complaint in one plus site but no response yet. don't accept such quality from onePlusm
Other software spects are awesome but if physical hardware is not good then purchasing this device is useless. I have capture video,. Hope I will get response assp.",Atul Chounde,17 November 2018,2.0 out of 5 stars
Ram shinde,"It's a very nice phone in this range.
35k in Amazon festival offer..
I'm suggesting if you want to use long time phone plz go for this brand. it want slow, no battery issue..... It's my opinion",Kartik,9 November 2018,5.0 out of 5 stars
"Perfect..well, almost","It's a week since my purchase and works just great. Lovely display, useful gesture control, fluid UI, sturdy battery (at least as of now, true test will be a year down the line) and optimally priced.
Speakers are really low volume, need more juice there. Add that and an always on display, better broken effect and will be perfect!",Manjunath H.,13 November 2018,4.0 out of 5 stars
OnePlus 6T review,"I have been using it for 15 days now. Overall, I am satisfied.
Picture quality : 4.5/5. My friends who have iPhone X, take pictures in my OnePlus 6T.
Sound Quality : The only negative thing in OnePlus 6T. When you play a game or watch a video, you tend to cover the speaker which is at the bottom. Very badly engineered. You block the sound when you play games or watch videos
Battery life : Above average. I wouldn't say it's good. When I turn off Bluetooth, location and others, except Data, it lasts more than a day for me.",Vijay Kumar,22 November 2018,4.0 out of 5 stars
Just watching de trailer switched to this,Best in the market. I'm not that much interested n changing mobile often n often but watching de trailer I switched n to one plus. Best n every thing but I'm worried abt battery backup. Lost 30per battery n one nyt even I kept de mobile without n touch. Just it has been 2days since n use hope it ll increase n future as it s still new one,Vinay N kollegal,6 November 2018,5.0 out of 5 stars
It's the beast,"No doubt this device is blazing fast🚀. Great work from oneplus team.
🔋 Battery life is just amazing.
In display fingerprint, whenever you'll use you will realize that it's the fastest.
📷 Camera section improved and it really works well. Worth it.
📱Display as you know super amoled, very smooth & delicate touch. Super bright.
The best you get is lag free device and i m loving this.
Must buy and if u already own op6 than wait for op7.",Abhi Mehra,6 November 2018,5.0 out of 5 stars
"Lots (See the long list below) of bug in the Software ,","Brought it on 3rd Nov. Attached is the list of issue
- GPS turn on automatically
- Bluetooth turn on Automatically
- Chrome hangs very now and then
- Screen Cast does not work / takes ages to connect
- InScreen fingerprint scanner is worst
Online support could not solve the problem , and ask to visit service center
Being the premium brand they have only 3 service center (???) in city like bangalore . One visit to MG Road will cost me whole day of my time. Just thinking again was it a good choice at all ???",CMTALATI,27 November 2018,1.0 out of 5 stars
Super stylish OnePlus 6T,"Pretty stylish OnePlus 6T brings latest technology and worthwhile improvements to the table making this the super fast from OnePlus yet.audio is ok no audio jack . Improved camera Nightscape mode needs work.Fingerprint sensor performed well as compared to compitators.i need more battery backup but it's satisfied.personly recommend to add wireless charging, camera update",sayooj,28 November 2018,5.0 out of 5 stars
Unlock the Speed... It's True,"I just moved from iOS to Android.. that is also OnePlus 6T.
As the tag line says... Unlock the SPEED.. it's true...
Pros:
Battery life - Great
Performance - Awesome
Design - Very Impressive
Camera - Front + Rear - Capturing superbly
Face Lock - Super Fast
OxygenOS - Really works well
Nightmode - Image captured on night mode is really awesome (improved AI)
Cons:
No notification LED
In-Display Fingerprint scanner - Little slow on response
Above all the delivery did by the Amazon Sellers' team is awesome.",Ranjan Gupta,20 November 2018,5.0 out of 5 stars
Satisfied with product,"Everything is perfect according to my need.camera , graphics,speed with 8gb and 128 .rear and front both the camera are gud,u will love protraite mode ,even the inbulid fingerprint sensor as we are iphn user we are habitats of front fingure print.u can't beat the speed of the phn....m little bit disappointed regarding batter life ..if u use continusly it's will harldly get discharged in 10hrs ..Soo it's can only be happen when u r whole day free for eg.your week off days ..and u r continusly inside the phn..but overall it's perfect for me.",ankit,5 November 2018,5.0 out of 5 stars
A premium quality phone,"Hey Fellas , been using this phone almost 10days now. The only word I can describe this phone is ""perfection"". It has everything in it a good battery life (depends on usage of app's) and the camera. Just in love with the quality of image's are captured. Very vervhappy with the product.",Shivdutt !,12 November 2018,5.0 out of 5 stars
Unable to download from playstore,"Unable to download from play store ..even after having adequate 4g data of jio and vodaphone,don't know why,spoken with technical advisor,they told me they will help me,but don't know how and when..worried",Amazon Customer,4 November 2018,4.0 out of 5 stars
Worth every penny,"I am using the OnePlus 6T for 2 weeks now and I must say it is an awesome phone. Battery life is great even with extensive usuage. Camera is excellent. If you like big screens you will definitely enjoy this almost bezel less screen. Audio is loud and clear. The face unlock uses your retina and it is seamless and fast each time at every angle. Good job there. Fingerprint scans super fast. Love the glossy mirror black back, came with a protective case in the box. Just be careful while you unbox the phone, make sure you sit on a bed or something. It tends to slip while unboxing.
I am enjoying my smart new device, it's perfect every way.",Parinitha,16 November 2018,5.0 out of 5 stars
Supreme Quality phone,Amazing phone. Superfast in multitasking. Good picture quality. Much better battery formance than OnePlus 6. Fast charging is just amazing it takes only 40 minutes to 100% charging and full day moderate usage. Call qualify is superb and even the data connectivity is too fast. In fingerprint scanner and face unlock are super fast. I bought wireless headsets so never missed 3.5 mm headphone jack. Just go for it. Supreme quality,Amazon Customer,15 November 2018,5.0 out of 5 stars
Very Nice Product,"Many Many Thank you to one plus for launched New Mobile
Battery, camera, Design and Performance are very good.
Thank you for Amazon team for given Fast and safe deliver
and Thank many many thank you for Dasrita mobile for given Strong and damage Proof Packaging
This mobile is very good, I suggest to all of you, you must buy this mobile",Amazon Customer,9 November 2018,5.0 out of 5 stars
"Unlock the speed ""indeed""","The best phone you can purchase now. Using it for the past 10 days, battery backup is amazing giving me 7-8+ hrs of SOT. and 2 days of standby time. Fingerprint scanner is so amazing with the blazing fast speed. The phone indeed is a power machine with butter smooth performance. Overall a flagship killer ❤️",Nandhu Ramesh,14 November 2018,5.0 out of 5 stars
Great phone by OP,"Nice phone at this price, Purchased it on launch day and satisfied with performance. 8 GB RAM does the wonderful job for gaming, good news for all PUBG players.
Total worth for money. Must buy phone if you have this kind of budget in mind. Just a note I am a apple user and this has better performance than iPhone X.",Prashant Mishra,15 November 2018,5.0 out of 5 stars
Great phone for gamers,Enough of bad developers from MI. I hope OnePlus have good developers who will take care of hardware and software. Now it's fast enough to play games access application but sometimes it's getting crashed. Camera closing unusually. Hope will get update update with fixes. Finger print takes little more time compared to physical sensors. It tells that physical sensors is very fast in finger print enrollment and verification. My suggestion would be if the on screen sensor works normally it will be great to use. Now using face detection to unlock the device.,christober,20 November 2018,5.0 out of 5 stars
One of the best Androids in the Market ❤💯,"The bottom front part could have so much more screen like the iPhone X , otherwise it`s a cool phone to have hands on.",Aryan Siingh,9 November 2018,5.0 out of 5 stars
"Oneplus, should I buy?","OnePlus 6t is yet another fabulous phone from OnePlus. Yes, if you already got a OnePlus 6 there is no much need for an upgrade. The previous generation was already a fantastic phone, so does it really need an upgrade? Yes, if you are excited about the smaller notch, bigger screen, a bigger battery and better software. The phone is awesome guys. But I am really concerned of the price of OnePlus device are on a steep increase, hope OnePlus manage that also. Anyway I loved using the phone..",Azim Muhammed,10 November 2018,5.0 out of 5 stars
Touch not working properly at the corners of the display,I purchased one plus 6t on nov 1st and gor it delivered on nov 3rd. Everything is fine but touch is not functioning properly at the corners of diaplay. Didn't expect such issue with onw plus,Lakshmisrinivas Karanam,6 November 2018,1.0 out of 5 stars
Finest phone I have ever used,"Very good phone. I received it two days before, fastest delivery. I used Samsung note 5 before this phone. This phone is far better than Note 5. Touch screen is super. Camera and quality is very good. Good battery backup. But the invoice bill is not clear and low quality, printing is very bad. how can we submit this bill for warranty purpose in future? There are two speakers showing in both sides of the charging port, but sound is coming from the left speaker only. Is the right one is MIC or speaker? Pls clarify",Amazon Customer,15 November 2018,5.0 out of 5 stars
The beast in killer mode.,"This is my 2nd phone of One Plus, previously used 5T. Honestly, I am very impressed with this phone as there is no problem in last 8 days.
Everything is superb.",Adv. Shekhar Anand,9 November 2018,5.0 out of 5 stars
"My first one plus , a rockstar indeed","Amazon took just one night to deliver it. Super fast.
After using it for 5 days , one thing is for sure it's super smooth. No lag even if I play pubg, open multiple apps. A new experience for me .
Camera indeed one of the best. Clarity is too good.
Dash charging is mind blowing but yes I feel the battery drains also a bit faster , but u can charge it in 10 mins and it will last for next couple of hours.",Antarik C.,6 November 2018,5.0 out of 5 stars
Not Good for this price.,Little disappointed with one plus 6t. Camera quality is not up to the mark. Only daylight photos are good. Night photos are totally waste. Shooting video in night is worst like anything. Good processor and good battery compare to other one plus devices. If you looking for camera mobile. I request don't buy this mobile. If you looking for fast performance and good touch screen then go for it. Out speaker is worst.,Halin R. S,21 November 2018,2.0 out of 5 stars
Good but fingerprint scan does not work always,"overall mobile is good, worth it but the only problem that I've noticed so far is that it's fingerprint scan doe not work as expected all the time, I've to add my pin manually to unlock the phone. If amazon or anyone can suggest any help then please provide help for this issue.",Love,16 November 2018,4.0 out of 5 stars
Upgraded from 3T to 6T,Awesome mobile met my expectation as always.. oneplus 3T still a better phone but you will find it becomes slower only if you start using 6T. This phone is for sure worth for the money paid...,Prem,14 November 2018,5.0 out of 5 stars
From 1+3t to 1+6t...,Switching from 1+3t to 1+6t...once again oneplus didnt disappoint me...very nice display with camera set...superbdash charging..big battery...feel premium in my hand...thanks amazon for promt delivery n thanks oneplus for this beast machine..i indeedly recommend for this fone..,javed akhtar,4 November 2018,5.0 out of 5 stars
Smooth faster lovable,Its completely smooth. after using smasung from ages I just love it. no battery drain. faster charging because of c-type. photo quality is just more than awesome. best buy in this budget,Amazon Customer,13 November 2018,5.0 out of 5 stars
Awesome phone,"It has been a solid Rock for the last 3 weeks ......
Snapdragon 845 handles most of ur normal day to day work pretty smoothly without glitches .....
6 gb is more than enough .......
Audio - better than previous one plus but still doesn't give you the clarity of your s series (no complaints there....but this is as such the only flaw I see in this phone .......)",Vignesh Ramalingam S,21 November 2018,5.0 out of 5 stars
My OnePlus 6T review,Overall phone is awesome fingerprint sensor should be a little fast but it's ok battery life is awesome picture quality is great Dash charging is also awesome just charge your phone for 20 minutes than you can use it for long time with mobile data and GPS on camera is as always great.,Lokesh kumar sahu,7 November 2018,5.0 out of 5 stars
Superb Phone. Undoubtedly the Best premium phone,"After using 10 days, I am sharing my personal review on OnePlus 6T. It's the best phone with superb battery capacity. Pictures in low light are amazing. Speaker is very good & sound quality is also good. No unnecessary preloaded apps. Great performance indeed.",Anuroop,13 November 2018,5.0 out of 5 stars
Dash charging and battery life,"I just need to ask the one who buy 6t about the battery life and dash charging. It took me exactly 1 hour and thirty minutes to get my phone full charged.
And in 8 hrs and 30 minutes the battery drains to 38% ...what I did was jz watched a movie....no calls nothing much....
Is the same happening with others too....I am a bit confused as the most I heard about one plus 6t was about dash charging and battery life
Please help as I need to confirm whether I received a defective piece",Jisha S Kumar,12 November 2018,3.0 out of 5 stars
Perfect choice,"This phone is best in class available till date. I have been using this devices from last 13 days, no issues observed as of now. Performance, battery, graphics and intelligent battery saver keeps your phone alive and makes the user experience remarkable. Talking about the camera, pictures are vibrant even in low light environment. Last but not the least, design is attractive. The build quality is superior. Even in case, phone looks superb. (And of course thin, its important for me atleast :-) ).",Akshay Bothra,13 November 2018,5.0 out of 5 stars
Good product. Check review in #egadgets4u at #YouTube,Awesome product but oneplus is continuously increasing price so they should check it. Check the full review in my YouTube channel #egadgets4u,sonali bhaumik,14 November 2018,5.0 out of 5 stars
Awesome UI,Just loved the phone.. no useless features for the sake of it.. glass body is gorgeous.. camera is ultimately wonderful.. used many brands over the time.. came across something really creative.. UI learning is also brilliant..,Tanushree K Mehta,10 November 2018,5.0 out of 5 stars
Missing Headphone Port is NOT a Problem at all,"One of the best Android phone I have ever used.. sound quality and picture quality is awesome.
Missing Earphone Jack is not a problem as Bluetooth do the needful. Many people made a hype of it but truly it doesn't matter, if you are updated with technology.
Phone looks classy and elegant too..",Amazon Customer,9 November 2018,5.0 out of 5 stars
BEAST!!!,"ITS Really Faster Than One Plus 6 Too,Very Smooth And Efficient,Under Display Scanner Is Also Quick And The Display Is Really Pretty,One Thing Is For Sure Youll Never Regret Buying A Oneplus Device ❤",Nuvera P.,4 November 2018,5.0 out of 5 stars
Finger print will not work with pattern.worst service Amazon and not providing replacement for this,Worst service from amazon.never expected this.lost believe in this.they delivered defective piece and not providing the replacement for this.Horrible ecperience,Ravichandra,6 November 2018,1.0 out of 5 stars
Best ever 1+,"1+ has proved it again. Have used Apple, Samsung and others..this is my first 1+ and I can say it's the best ever phone I have held in my hand till date. If you looking for a new phone..go ahead and buy it. Best part is this phone comes with a screen guard and back cover..so your phone will be safe right after unboxing and you do not need to Shell out extra from your pocket for these nitty gritty things.",Richa tiwari,4 November 2018,5.0 out of 5 stars
There is a problem with my camera specially in night,I like everything in this phone except camera picture quality specially in night when I use flash I can sell white thing like smoke in the picture. I called Amazon let's see what they'll do,raunak kumar,8 November 2018,3.0 out of 5 stars
Happy yet dejected,"Awesome dual sim phone, excellent speed, always believed one plus can deliver, but after 3 weeks of usage the vibratory function and alert slider not functioning and when in dnd mode or when set for vibration, it is not functioning. Contacted one plus customer care, followed technical support advice, still not resolved, now have to ship it to authorized service center. A little dejected, had no problems with my one plus 3 for 3 years.",Prabhakar,29 November 2018,5.0 out of 5 stars
Just AMAZING,"Just AMAZING. You cannot go wrong with this phone. It is lightning fast. The gesture navigation is comparable to apple. I have never used an android phone as smooth as this one.
The camera is also great but I have seen improvement in camera quality using the Pixel Camera App on OnePlus 6T.
Sound is Okay.
Only downside of this phone is the lack of Headphone jack but that is fine.
Overall I am very satisfied with this phone and would definitely recommend it.",Atharv K,12 November 2018,5.0 out of 5 stars
Top notch performer...Best Buy,Fully stratified with OnePlus 6t...Even though poco f1 is at 21k..I just bought OnePlus..Worth for the money paid..OnePlus always far ahead from competition..Good battery and improved camera..screen is top range..Overall I would strongly recommend..Thanks OP for your uncompromising quality products...,Avinash,4 November 2018,5.0 out of 5 stars
Super fast,My first oneplus device ...have to say its pretty fast never lag at all whatsoever but the only thing is that the screen is not good for outdoor as per my experience ..but overall its an awesome device,Aquib,11 November 2018,5.0 out of 5 stars
Great phone.,"Great phone in terms of performance, speed and looks. I'm using my Bluetooth head phone and it's working great no need of headphone jack. Go for it without any doubt. Using phone from last 4 days. Even fast charger is mind blowing.",Genuine Feedback.,9 November 2018,5.0 out of 5 stars
ERA of One plus 6t 'The NEW BEAST',"The tagline is the perfect mark of the phone
I haven't experienced that much speed even in iPhone. I loved the dash charge feature, battery life , mirror black look gives the phone a sexier look .
Only the thing I not getting satisfied with is the picture quality coz when you zoom it the pixels burst out so here I prefer the iPhone's picture quality . But all in this phone is BEAST and gonna change perception of people from iPhone to One plus .",Harshit Khandelwal,5 November 2018,5.0 out of 5 stars
False promises and Very Poor execution of Marketing Promotion,The shopping Experience on Amazon and for One Plus 6T was very disappointing since they make false marketing promotion and they marketed saying on the Prebooking if it is done with 1000 Rs gift card i would be getting a USB type earphone and Rs 500 Cashback received which was latter denied saying the gift card purchased and the account used for booking was different and pls note this was never mentioned on any email sent from amazon on the Gift card,Sijo,21 November 2018,1.0 out of 5 stars
Grip and Smudge free after skin,"The phone is totally value for money, the only thing which was a bit annoying about the OnePlus 6T Mirror Black variant was it was a bit slippery and a fingerprint/smudge magnet. Got a solution to this from Capes India, a black camo skin which makes my 6T look elegant and gives a good grip over it.",Prithvi Hardasani,6 November 2018,5.0 out of 5 stars
Best quality smartphone 1+6T,"This smartphone is the best till date i have ever used. It has the latest processor snapdragon 845 which is the best. Video shooting is really awesome. It gives video stabilization. It can shoot video in different formats like 4k,1080p,720p.It is working nicely. Gaming speed is also very good. There wouldn't be any problem in running apps because of 6/8 GB RAM. So if u are looking for a premium smartphone then oneplus is the best for you. Go for it and become the member of ""never settle"" community",ankur mohan,18 November 2018,5.0 out of 5 stars
Worth every rupee,"Simply the fastest phone ever.
Great camera and decent speakers. Don't really miss the headphone jack as everything I have is Bluetooth.
In display fingerprint scanner makes you feel a part of a SciFi movie every time you unlock the phone",Nahush Hegde,6 November 2018,5.0 out of 5 stars
Most over rated phone,"Before getting the phone replaced, I had given a terrible review about one plus 6t. The first phone I received had camera and heating issues. The flash stayed awake for upto 4-5 seconds every time I clicked photo and would heat up like a skillet. Had to factory reset the phone twice, but the heating issue persisted.Now that I have received a replacement...loving the phone. It's butter smooth performance and excellent camera have destroyed all my negative opinion...",rashmi ranjan,8 November 2018,5.0 out of 5 stars
Buttery smooth and super powerful.. but.,This is the smoothest and most powerful out there that doesn't require a kidney for payment (yes apple). My only crib is with the form factor - tad bulky and doesn't feel as comfortable in hand as the 3t felt (previous phone) and from the back looks exactly the same like redmi note 5!!! But none of that takes away from the insane smoothness you feel while using this phone. Must buy if you are looking at the flagships.,128u31o,10 November 2018,5.0 out of 5 stars
Just love it,"Mobile is just awesome..I just loved it, very smooth n picture quality is superb.. but just a small thing sometimes play store will not work properly..it will just hang n doesn't work for long time but I donno whether its because of mobile or app prob.. but one plus 6t is worth buying, just go for it if u want premium mobile.. android is user friendly",Amazon Customer,18 November 2018,4.0 out of 5 stars
Unlock the speed -Truly it is,"Really a flagship killer with this price. This is the shoot of evening time as you can see that the quality of picture is awesome. Build quality is good. Camera is superb and battery life is also works for whole day in heavy usage. Superb performance, gaming mode is superb option for gamers.",Prateek Chaudhary,7 November 2018,5.0 out of 5 stars
Got a defective piece.,"The phone got stuck while using one of camera features. Its not even getting restarted. The screen is freezed thus, not allowing to proceed further. Hope i get a replacement soon.",priyanka patange,5 November 2018,1.0 out of 5 stars
Magic in the pocket,"Worth the price.... Worth the wait.
Highly recommended.... Best in its class and a great price. The camera quality is great.
The front fingerprint scanner is ergonomically designed and I am free of using the finger scanner on the back panel of one plus 6.",Ratnakar,13 November 2018,5.0 out of 5 stars
Awesome phone..,Battery life is amazing.. Overall one of the best phones available in the market..,Rajat Sachan,6 November 2018,5.0 out of 5 stars
Perfect phone at the given price,"No problem with the phone till now. Everything is beyond the expectation. suffered with the delivery. Had worst experience ever. Phone reached to my city on 4th November morning at 10.30 but they didnt deliver till 5th evening. At last i went to their delivery office(Ecom Express) and got my phone and the guy whose responsibilty was to deliver it was like ""Acha hua bhaiya aap aa gye"". I would give negative stars for your delivery partner i.e Ecom Express.",Shadab Azhar Siddiqui,6 November 2018,5.0 out of 5 stars
Master Of The Mobile Phone In The World,"I am a one plus lover, already I was used one plus 3. Amazon have given exchange this phone with good price... One plus 6T it's a Master Of The Mobile Phone in the world... Real Balckship killer.. I love this mobile lots.
* Amazon have delivered this product with in 12hrs delivery
* Battery life amazing
*Speed chance less, perfect hi speed performance
*Design ultimate
*Overall rating 5/5",Amazon Customer,16 November 2018,5.0 out of 5 stars
Best Android till date 🤩😍🤩😍🤩Love you OnePlus,Awesome product and working awesome till date happy to be proud owner of OnePlus from the OnePlus 1...This phone seems to be working as advertised without any lag and really happy with it,Neeraj (Niju),4 November 2018,5.0 out of 5 stars
"Good with lot of cons, think before you buy.","Phone is good but not up to the mark.
Design is also not much good. I can say that not at all stylish.
Previous versions of one plus are far better than this compare to design.
And Coming to touch sensors, I can not feel much faster. Even one plus 3t is better compare to this.
Even charging is not fast it's taking much time to fully charge.
I personally feel like, they should have concentrated on phone not on the advertisements.",Pradeep K,14 November 2018,3.0 out of 5 stars
Superfast speed bcos of 8GB RAM,"Overall performance is really good for the said price. Charging is superfast. Camera is superb. Due to 8GB RAM switching between apps is realllyyyy fast.
Cons: the portrait mode n nightscape is not good. Due to inscreen fingerprint scanner tempered glass screenguards are not compatible, so dont know how to save my screen. The bullet earphones sound is not satisfactory.",Eebha,27 November 2018,4.0 out of 5 stars
Best phone you will find in market!!!,"Build quality at level best
Camera is just pure crisp & 4k stabilization is at par.
6 GB ram is more than sufficient for daily usage
Pugb playing on this phone is like playing pugb on computer!
Overall 5 stars for OnePlus",Kaushik,24 November 2018,5.0 out of 5 stars
Never settle ......,"Go for buddies....... phone's blessings fast FM other.and battery backup is osm....no doubt that.
Camera 3.5/5
Battery 5/5
Display 4.5/5
Performance 5/5
Lock+sensor 5/5
Anything doubt about d phone pls msg me .....
I can handle",Amazon Customer,13 November 2018,5.0 out of 5 stars
good hardware for Android pie,"Display.
It's have more screen to body ratio. You can get maximum screen usage. And the water drop notch is awesome. I don't like notch though.
Battery life is good. One day battery life with moderate usage. This is enough for me. And the dash change is most useful feature which can change 60 to 70% of battery within half an hour.
No need to mention speed. It's awesome...
Bluetooth audio quality is very good.",Godwin,28 November 2018,5.0 out of 5 stars
Excellent product but bad exchange offer cause of the delivery guy!,As mentioned in the subjects is no doubt a masterpiece product... but just a suggestion don't go for the exchange offer!!! Reason being the delivery guy drops in at 8am in the morning and does not wait cause he is in a hurry I needed to check the product wasn't even ready to handover my phone because it had all the data ...lost most of it thanks to the delivery boy so had a very bad experience before even getting my new 6t phone,sunil noronha,4 November 2018,3.0 out of 5 stars
The best phone from one plus till now (2018).,Great picture quality even in low light. Impressive sound quality. Amazing battery life. On screen fingerprint scanner works fine and smooth with an impressive speed. Apps loads faster. Fast charger with 1-90 % in 20 minutes. Removal of 3.5 headphone jack is covered with an adapter. Slightly heavier if backcase is used. Overall worth the money.,Sonu,9 November 2018,5.0 out of 5 stars
Flagship Slayer and Murderer,This is my 4th OnePlus product and my god this is a beast. The large battery life breezes through the day with heavy usage and still retains to have 20 odd percent at the end. I'm disappointed with the single firing speaker's sound quality I expected the T variant to have stereo sound like other flagships. The picture quality is absolutely amazing but I'm eager to see technological advancement in this field.,Varun Sundaram,18 November 2018,5.0 out of 5 stars
Incomplete parts and defective mobile set provided,My phone is not having any ringtone.this functionality is not working I have already reported and asked for replacement. Further the set was also not having the pin for sim. It's a terrible experience. Expect immediate action from Amazon and one plus team for replacement of my phone.,Pushpendra Bhadauria,5 November 2018,2.0 out of 5 stars
"Trusted, tried and loved","Never had a complaint with my one plus 2, so i bought this for my dad because it had to be something that oozes quality and trust. He loves it. If you are reading this and contemplating buying this phone, then click that purchase button and feel the glow of this amazing device. Cheers !",Angad,22 November 2018,5.0 out of 5 stars
If you have oneplus 6 so you don't upgrade into OnePlus 6t it's my opinion..,I upgrade from oneplus 5 to oneplus 6t and it feel amazing I am happy that I have oneplus 6t it's has little bigger battery from oneplus 6 and good battery optimization I like water drop notch but I miss 5mm headphone jack and the display feel big..,mohammad Shadab ansari,14 November 2018,5.0 out of 5 stars
