reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Value for money,"This is my second OP after OP5. Amazing phone. Here are some pros and cons-
Pros-
1) Water Drop Notch
2) Screen Unlock
3) Bigger Battery
4) Amazing Camera on both sides
Cons-
1) If you wanna unlock your phone via either Screen Lock or Face Unlock, you have to make screen on,which is annoying sometimes. In this way I like my OP5 because there is FPS and I can unlock my phone just by pressing it. I am sure One Plus will look into this.
2) Nightscape- Although I am very used to Oxygen OS but I cannot fully satisfied with Nightscape mode of camera. It always gives blurry pics but happy with overall performance.
3) No LED Notification- Due to waterdrop notch they sacrifies Notification light, which is very disappointed from my perspective. well I think that if there is no hardware for LED notification then OP team should come with a software update by which a small pixel work just like a notification led.
So here are some pros and cons. Considering these cons I still give 5/5. It's just amazing phone. And if you compere with any other smartphone for eg Pixel 3,then it is far way ahead of those.
A must buy for premium phone lovers, I can bet you'll not get disappoint by this.",Sachin Chaudhary,9 November 2018,5.0 out of 5 stars
One plus review,"Pros: super fast charging and excellent battery last thru day
-camera is very good
-very fast phone.. no lag
-storage capacity is 128 gig
-given attachment for headphone is good and tight so you can your earphone with attachment and not worry of losing it
-not heating felt when used long time..my Samsung s8 gets very hot
Cons:
-otg is toooooo slow..
-video apps not able to cast to TV. Eg Amazon prime works.on my Samsung and cheap jio phone also
-when cast to TV..left side black band is there is and display does not occupy full screen of TV
-can be fixed with update I feel
Overall satisfied and recommend this phone",Rakesg,29 November 2018,4.0 out of 5 stars
The speed you need.,"They are exactly Working on their tag line ""the speed you need"". It's very fast. Very very fast. Talking about camera, that would have been better than op6. But nothing changed. Night scape is very good change. You can feel the light in nightscape mode. Audio is better than most of smartphones but not up to One plus mark. Battery life is best. You can rely on his battery for only one charge of half an hour with full day battery life even if you use it fully. Fingerprint scanner can't be better. New update help him open fast. If you have budget of 35k, buy it without second thought.",Pratik Jain...,6 November 2018,5.0 out of 5 stars
Great phone,"Dislike first:
* No headphone jack (you do getva converter though)
* No card slot
* Slightly slower fingerprint unlocking than hardware
But other than that, super fast and amazing phone
Some additional things i do like:
* In built app cloning (run 2 instances of same app)
* In built app lock (however it uses same password as screen lock)",Amazon Customer,28 November 2018,5.0 out of 5 stars
Perfect phone to buy.,"After using this phone I am so happy and thankful to one plus for giving this type of phone in market. Face unlocking is perfect.......
Finger print sensor works o.k as expected .....
Low light camera is superb........
But video recording in slow motion gives a dark video in low light area.
Overall picture and sound quality is good.
Battery life is little bit less as expected more.",Sanjay Kumar,10 November 2018,5.0 out of 5 stars
Performance killer!?,"Sound quality is not that good as I cannot here ringtone while in pocket.
Battery life is average considering my usage.
Camera is pretty cool with the new night mode and I liked the camera very much (selfie is not up to the mark as expected)
Performance is lit 🔥, no issues with it.",Vineeth,7 November 2018,5.0 out of 5 stars
Camera quality is very good.,"Phone is hanged twice with in 7 days of use. Battery backup is good because my old phone has same backupwithb 3200mah battery, nothing special on it. Sound quality it's speaker is too loud and cause mild vibration on phone while listening music. Display is very good but need to work on adaptive brigthness. Have not found slow motion in camera.",Abhishek Jyotish,13 November 2018,4.0 out of 5 stars
Good phone,"I like the phone very much. Messages option is very nice. Sending all notifications under one category. But it would be better you should have provided FM(Radio) default app also. Also all the pics if displayed at one place will be easier. Now we have to go to collections and search if we require any pic that was sent from friends.
I didn't understand how the second camera works. If there is no option of changing camera, what is the use of giving 2 cameras backside?",NAVEEN,4 November 2018,4.0 out of 5 stars
Not so great after all.,"Just got hands on this phone, being a customer for Samsung s8 and s9, this phone is not even close to UI or premium feel, yes games are a little faster, but rest not a great feel about this phone. Phone pictures are warm, camera focus isn't that great. Don't understand what the fuss is all about this phone. spend few thousands more and get the real premium phone S8+/s9+ you will love it. Delivery was on time. So over all experience and rating out of 5 will be 3 stars.",mohammed zohaib,10 November 2018,3.0 out of 5 stars
Premium Smartphone for the reason,"thanks to Amazon for same day delivery of device
Really loving the in screen fingerprint unlocking system.. It's quite fast but not as fast as physical one like oneplus 6.Picture quality is great for both selfies and rear cam photos..
Battery backup is good easily lasting for a day of normal use of social media's YouTube and little gaming..
Performance is great.. Oxygen Os is very smooth to use and gesture control is really great to use.. 💙",Arul Vendhan,9 November 2018,5.0 out of 5 stars
OnePlus 6T review,"Awesome configuration, performance, design and user experience.
In display fingerprint scanner is so futuristic. It's time to embrace technology.
Time to use Bluetooth headphones and goodbye 3.5mm jack.
Water drop notch is really good.
Features and speed with 8GB RAM is marvelous.
Great battery life.
Everything about this phone is prefect. Value for money with best configuration in market.
It's very good product to buy. Worth buying.",Avinash R,15 November 2018,5.0 out of 5 stars
TO BUY OR NOT TO BUY.,"WHAT'S GOOD :
1. BATTERY LIFE OSM
2. SENSORS OF FINGERPRINT & FACELOCK UPTO GOOD AT SOME EXTEND.
3. SMOOTH WHILE USE.
4.SPEAKER SOUND IS TOO GOOD AND AUDIBLE.
5.CAMERA QUALITY IS SO WORTH BUYING IT.
WHATS BAD :
1. PICTURED TAKEN DIECTLY FROM WHATSAPP CAMERA IS BLUR.
2. SCREENSHOTS SHARED ON OTHER SOCIAL MEDIA LIKE INSTA IS BLUR.
3.ONLY ONE SPEAKER IS WORKING.
4.U HAVE PRESS HARD FOR FINGERPRINT TO UNLOCK , UNLESS IT WAS FASTER TO UNLOCK IF IT WAS AT BACK SIDE OF PHONE WHICH IS UNDER ONE PLUS 6.
5. NIGHT MODE TAKE MORE TIME TO CAPTURE PROPER PIC. LIKE U CANNOT SHAKE FOR MORE THAN 10 SECONDS.
TO BUY OR NOT TO BUY?
I SUGGEST TO BUY IF U THINK U R AFFORDABLE ENOUGH, ITS DO WORTH THE MONEY, TO BE HONEST.",Sripal Jain,19 November 2018,5.0 out of 5 stars
The smartphone you should buy !!,"I have been using this phone since 3rd Nov, so after using it extensively for about half a month, here is what i think.
• Performance : Overall performance is mind blowing.
•Battery+Dash Charge : Battery life is just amazing and bundle it with the dash charging, u will never ever run out of power. (It makes up for no wireless charging and frankly it didnt even bother me)
•Camera : Camera quality is superb, use it with pixels camera port and it can challenge any smartphone anyday. I have added one photo which i shot in very low light using night mode, u can check it.
•Sound : Sound is also great (i have heard so many people complaining about absence of stereo speakers but i didn't notice much of a difference, it has performed upto the mark in every situation uptil now like in very noisy backgrounds)
•Screen-Body Ratio : The bezels are so thin that u will fall in love with this phone if u watch videos and movies extensively on phones.
•Display : The display is also very crsip and clear being fullhd+ display (i didn't notice much difference from quadhd displays)
•Security : Face unlock is lightning fast and u will not even see the lock screen most of the times during unlocking.
•In-display fingerprint scanner is also good not perfect as it sometimes dont recognise the finger but thats ok because with time u will get used to placing ur fingers in the required manner.
•Build quality : It is very very Premium and , u will feel really good while holding them in ur hands. Its design is very sleek and curvy edges makes them easy to hold.
•Dual sim card, so that's another good thing.
•Tiny Notch : I dont like notches but in todays world of notches its the best u can get, its very less intrusive and its so small that i dont even notice it now.
•OxygenOs : its one of the reasons why i love one plus devices. The customisations available are just awesome. U can set up your phone the way u like it with pure stock android experience. Its just an icing on the cake.
•Android Updates : its another thing which u will enjoy owning this device. Most of the companies dont provide that. (This is applicable to all one plus devices though)
•Storage : Base storage is 128 gigs, thats huge.
The only drawback i find is absence of headphone jack which is not a deao breaker according to me as there are other alternatives to it, so u can easily move on to Bluetooth or type c headphones. Just like the time when touch screen phones were launched in the world of keypad phones. People were sceptical back then also.
Notable mention : No IP rating is just a myth. Its totally water and dust resistant, i have seen a lot of videos on you tube confirming that. They just didn't want to increase the price to another 20-30$ in order to get that certification as they are very costly.
My opinion : Just go for it if you dont own one plus 6 or to some extent one plus 5t. Rest if u are looking for an upgrade, this is the one u should get.
I hope i cleared ur doubts. Thanks.",Abhishek Baghel,22 November 2018,5.0 out of 5 stars
